vehicle_id,date,daily_miles,total_mileage,engine_temp,oil_level,error_code,hardware_failure
V015,2025-03-10,87.53,843.95,89.05,4.49,P0420,0
V015,2025-03-11,93.67,937.62,78.17,3.93,NONE,0
V015,2025-03-12,81.39,1019.01,81.8,3.22,P0420,0
V015,2025-03-13,59.41,1078.42,78.24,4.05,NONE,0
V015,2025-03-14,104.35,1182.78,80.66,3.51,NONE,0
V015,2025-03-15,69.28,1252.06,76.46,4.21,P0420,1
V015,2025-03-16,71.36,1323.42,84.18,3.43,P0300,0
V015,2025-03-17,83.2,1406.62,87.51,4.18,P0455,0
V015,2025-03-18,56.29,1462.91,87.6,3.55,P0455,0
V015,2025-03-19,71.73,1534.64,86.3,3.19,P0455,0
V015,2025-03-20,69.86,1604.5,76.66,4.95,NONE,0
V015,2025-03-21,80.66,1685.16,81.21,2.95,NONE,0
V015,2025-03-22,110.27,1795.43,81.93,4.26,NONE,0
V015,2025-03-23,43.08,1838.5,80.35,3.49,P0171,0
V015,2025-03-24,63.43,1901.93,81.69,3.71,P0420,0
V015,2025-03-25,61.56,1963.5,79.98,4.14,NONE,0
V015,2025-03-26,81.75,2045.25,86.98,2.69,P0300,1
V015,2025-03-27,69.07,2114.31,83.64,4.0,NONE,0
V015,2025-03-28,109.97,2224.29,91.24,3.17,P0420,0
V015,2025-03-29,96.23,2320.51,79.26,4.27,NONE,0
V015,2025-03-30,48.5,2369.01,89.63,3.18,NONE,0
V015,2025-03-31,100.35,2469.37,86.36,4.87,P0300,0
V015,2025-04-01,75.7,2545.07,86.38,3.97,P0300,0
V015,2025-04-02,100.95,2646.02,90.85,3.52,P0420,0
V015,2025-04-03,80.88,2726.89,83.72,3.13,NONE,0
V015,2025-04-04,91.44,2818.33,84.69,3.5,NONE,0
V015,2025-04-05,72.29,2890.62,87.1,4.18,P0455,0
V015,2025-04-06,79.53,2970.15,84.13,2.73,NONE,0
V015,2025-04-07,86.33,3056.48,85.95,3.59,NONE,0
V015,2025-04-08,71.26,3127.75,76.97,4.31,P0300,0
V015,2025-04-09,80.32,3208.07,84.57,4.03,NONE,0
V015,2025-04-10,54.15,3262.22,88.45,4.29,NONE,0
V015,2025-04-11,87.18,3349.4,87.84,2.53,NONE,0
V015,2025-04-12,64.32,3413.73,81.55,3.18,P0171,0
V015,2025-04-13,114.1,3527.83,83.5,4.02,P0420,1
V015,2025-04-14,68.4,3596.23,86.2,4.88,P0420,0
V015,2025-04-15,88.16,3684.38,87.26,4.56,P0171,0
V015,2025-04-16,81.52,3765.9,88.71,3.0,NONE,0
V015,2025-04-17,108.34,3874.24,88.41,4.34,P0420,1
V015,2025-04-18,64.73,3938.98,85.19,3.43,NONE,0
V015,2025-04-19,83.08,4022.06,88.83,3.85,P0420,0
V015,2025-04-20,64.28,4086.34,78.09,4.74,NONE,0
V015,2025-04-21,102.14,4188.47,88.21,3.64,P0420,1
V015,2025-04-22,53.23,4241.7,88.46,4.26,P0420,1
V015,2025-04-23,47.69,4289.4,74.82,4.12,NONE,0
V015,2025-04-24,69.01,4358.4,89.3,3.61,NONE,0
V015,2025-04-25,66.19,4424.6,85.02,3.73,NONE,0
V015,2025-04-26,70.14,4494.73,92.22,4.14,P0171,1
V015,2025-04-27,66.02,4560.75,82.54,2.9,P0300,0
V015,2025-04-28,95.81,4656.56,86.7,4.54,P0455,0
V015,2025-04-29,66.11,4722.67,86.65,3.22,NONE,0
V016,2025-03-01,58.3,58.3,80.87,3.79,NONE,0
V016,2025-03-02,37.1,95.4,87.66,3.38,P0420,0
V016,2025-03-03,89.64,185.04,87.74,3.27,P0300,0
V016,2025-03-04,57.09,242.13,78.18,3.76,P0300,1
V016,2025-03-05,75.4,317.53,80.74,3.88,NONE,0
V016,2025-03-06,51.99,369.52,85.07,4.65,P0455,0
V016,2025-03-07,98.44,467.95,87.41,4.65,P0300,0
V016,2025-03-08,72.21,540.17,92.95,4.03,P0300,0
V016,2025-03-09,89.47,629.64,80.37,2.95,P0300,0
V016,2025-03-10,59.26,688.9,88.72,2.79,P0455,1
V016,2025-03-11,99.52,788.41,89.59,3.79,NONE,0
V016,2025-03-12,74.38,862.79,87.12,3.39,P0300,0
V016,2025-03-13,75.66,938.45,83.46,3.8,P0455,0
V016,2025-03-14,51.65,990.1,88.0,2.64,P0300,1
V016,2025-03-15,52.45,1042.55,82.18,3.05,NONE,0
V016,2025-03-16,82.25,1124.8,87.23,3.89,NONE,0
V016,2025-03-17,48.28,1173.08,75.6,3.85,P0300,1
V016,2025-03-18,101.72,1274.8,90.28,2.93,NONE,0
V016,2025-03-19,27.29,1302.08,85.02,4.68,NONE,0
V016,2025-03-20,90.98,1393.06,96.1,2.79,P0300,0
V016,2025-03-21,61.49,1454.55,86.28,3.34,NONE,0
V016,2025-03-22,88.67,1543.22,80.97,3.02,P0300,0
V016,2025-03-23,97.17,1640.39,83.83,3.01,P0300,0
V016,2025-03-24,26.3,1666.7,86.3,2.55,P0455,1
V016,2025-03-25,132.42,1799.11,79.44,4.07,NONE,0
V016,2025-03-26,58.07,1857.18,89.19,2.52,P0171,0
V016,2025-03-27,85.61,1942.8,93.79,4.59,P0420,0
V016,2025-03-28,87.23,2030.03,86.69,3.71,NONE,0
V016,2025-03-29,101.93,2131.95,81.87,3.63,P0171,0
V016,2025-03-30,86.67,2218.63,83.51,4.71,P0455,1
V016,2025-03-31,64.0,2282.63,84.68,3.47,NONE,0
V016,2025-04-01,74.49,2357.11,89.7,3.85,NONE,0
V016,2025-04-02,67.87,2424.98,86.06,3.44,NONE,0
V016,2025-04-03,74.1,2499.09,91.73,4.99,P0455,0
V016,2025-04-04,42.47,2541.55,88.1,3.05,NONE,0
V016,2025-04-05,54.91,2596.47,77.65,2.67,NONE,0
V016,2025-04-06,67.91,2664.37,73.97,4.31,NONE,0
V016,2025-04-07,105.79,2770.16,89.84,2.52,P0171,0
V016,2025-04-08,93.03,2863.19,79.31,3.71,P0171,0
V016,2025-04-09,85.37,2948.56,92.57,2.67,P0171,0
V016,2025-04-10,89.15,3037.71,92.28,4.45,P0171,1
V016,2025-04-11,95.02,3132.73,88.12,3.8,NONE,0
V016,2025-04-12,88.2,3220.93,80.69,4.05,P0420,0
V016,2025-04-13,65.59,3286.51,87.64,2.99,NONE,0
V016,2025-04-14,85.93,3372.44,87.32,4.77,P0300,0
V016,2025-04-15,90.83,3463.27,92.21,4.14,NONE,0
V016,2025-04-16,83.81,3547.09,89.71,4.08,P0455,0
V016,2025-04-17,78.15,3625.24,78.91,4.29,P0420,0
V016,2025-04-18,63.05,3688.28,81.74,3.28,P0455,0
V016,2025-04-19,64.84,3753.12,81.56,3.56,P0171,0
V016,2025-04-20,80.31,3833.44,89.51,2.97,P0171,1
V016,2025-04-21,84.45,3917.88,82.6,3.46,NONE,0
V016,2025-04-22,90.22,4008.1,90.15,4.49,NONE,0
V016,2025-04-23,98.53,4106.63,79.51,3.16,NONE,0
V016,2025-04-24,83.44,4190.07,87.77,3.31,NONE,0
V016,2025-04-25,63.65,4253.72,81.95,4.24,NONE,0
V016,2025-04-26,89.26,4342.98,78.16,3.16,NONE,0
V016,2025-04-27,100.89,4443.87,87.69,4.45,P0455,0
V016,2025-04-28,66.06,4509.94,87.91,2.72,P0300,0
V016,2025-04-29,61.01,4570.95,92.17,3.58,P0300,0
V017,2025-03-01,86.99,86.99,77.18,2.6,NONE,0
V017,2025-03-02,55.29,142.29,90.82,4.74,P0171,0
V017,2025-03-03,73.41,215.7,88.66,4.75,NONE,0
V017,2025-03-04,70.62,286.31,88.22,3.94,NONE,0
V017,2025-03-05,95.14,381.45,88.06,4.65,P0420,0
V017,2025-03-06,78.05,459.5,82.48,2.83,NONE,0
V017,2025-03-07,79.21,538.72,84.33,4.46,P0420,0
V017,2025-03-08,43.76,582.48,88.2,4.14,P0300,0
V017,2025-03-09,92.44,674.92,91.64,4.41,P0171,1
V017,2025-03-10,101.43,776.35,95.1,4.06,NONE,0
V017,2025-03-11,84.99,861.33,90.23,3.95,NONE,0
V017,2025-03-12,115.38,976.71,82.54,3.47,NONE,0
V017,2025-03-13,90.0,1066.7,78.0,4.82,P0171,1
V017,2025-03-14,75.87,1142.58,87.8,3.82,NONE,0
V017,2025-03-15,92.51,1235.09,89.43,3.98,P0420,0
V017,2025-03-16,78.68,1313.76,81.73,4.19,P0455,1
V017,2025-03-17,58.82,1372.58,92.41,4.85,P0455,0
V017,2025-03-18,80.03,1452.61,78.62,4.23,NONE,0
V017,2025-03-19,100.23,1552.84,91.71,3.19,NONE,0
V017,2025-03-20,88.08,1640.92,79.89,4.0,P0171,0
V017,2025-03-21,91.26,1732.18,80.6,3.64,NONE,0
V017,2025-03-22,99.05,1831.23,87.37,2.92,NONE,0
V017,2025-03-23,111.08,1942.32,89.27,4.6,P0171,0
V017,2025-03-24,60.39,2002.71,100.31,3.5,NONE,0
V017,2025-03-25,84.83,2087.54,79.24,3.19,NONE,0
V017,2025-03-26,83.02,2170.56,88.83,3.98,P0420,0
V017,2025-03-27,70.68,2241.24,84.25,2.58,P0420,1
V017,2025-03-28,63.85,2305.09,84.25,4.02,P0455,0
V017,2025-03-29,57.39,2362.48,88.11,4.66,NONE,0
V017,2025-03-30,76.67,2439.15,86.06,4.34,P0171,0
V017,2025-03-31,97.91,2537.06,81.84,4.99,NONE,0
V017,2025-04-01,85.77,2622.83,85.37,3.66,P0420,0
V017,2025-04-02,69.67,2692.5,84.02,4.94,P0420,1
V017,2025-04-03,86.86,2779.37,86.54,4.84,P0420,0
V017,2025-04-04,75.88,2855.25,81.27,2.68,NONE,0
V017,2025-04-05,66.81,2922.06,81.48,3.67,P0171,0
V017,2025-04-06,70.18,2992.23,83.58,2.92,NONE,0
V017,2025-04-07,45.96,3038.19,82.69,4.5,NONE,0
V017,2025-04-08,55.94,3094.13,79.79,3.08,P0455,0
V017,2025-04-09,72.37,3166.49,82.1,3.39,NONE,0
V017,2025-04-10,70.88,3237.37,85.91,3.03,P0455,1
V017,2025-04-11,72.41,3309.78,86.66,3.36,NONE,0
V017,2025-04-12,79.37,3389.16,80.76,3.26,NONE,0
V017,2025-04-13,107.04,3496.2,86.41,2.84,NONE,0
V017,2025-04-14,83.68,3579.87,98.47,2.86,P0420,1
V017,2025-04-15,51.47,3631.35,88.91,3.72,P0420,0
V017,2025-04-16,78.39,3709.73,80.83,3.27,P0420,0
V017,2025-04-17,56.28,3766.02,73.39,4.31,P0420,1
V017,2025-04-18,116.65,3882.67,89.07,4.44,NONE,0
V017,2025-04-19,71.72,3954.38,89.03,3.85,P0300,0
V017,2025-04-20,74.42,4028.81,89.23,2.99,P0171,1
V017,2025-04-21,114.05,4142.86,84.63,3.73,NONE,0
V017,2025-04-22,104.94,4247.8,84.69,3.4,NONE,0
V017,2025-04-23,74.54,4322.34,90.27,3.32,NONE,0
V017,2025-04-24,111.26,4433.59,83.63,2.82,NONE,0
V017,2025-04-25,85.24,4518.83,78.72,3.95,NONE,0
V017,2025-04-26,124.38,4643.21,84.2,3.07,P0455,0
V017,2025-04-27,38.07,4681.28,89.32,4.15,P0171,0
V017,2025-04-28,84.34,4765.61,79.51,2.96,P0300,0
V017,2025-04-29,61.83,4827.44,81.42,2.96,NONE,0
V018,2025-03-01,69.03,69.03,89.17,4.82,P0420,0
V018,2025-03-02,81.35,150.38,87.23,2.86,P0455,0
V018,2025-03-03,104.36,254.74,82.43,3.42,NONE,0
V018,2025-03-04,82.32,337.07,80.78,4.61,P0300,1
V018,2025-03-05,69.38,406.44,87.42,4.18,P0455,1
V018,2025-03-06,66.35,472.8,81.62,4.69,NONE,0
V018,2025-03-07,63.23,536.02,80.57,2.5,P0420,0
V018,2025-03-08,85.92,621.95,86.88,4.07,P0171,0
V018,2025-03-09,67.25,689.2,87.29,3.65,P0171,0
V018,2025-03-10,65.71,754.91,83.69,3.72,P0300,0
V018,2025-03-11,61.27,816.18,81.66,3.1,NONE,0
V018,2025-03-12,78.61,894.79,89.45,3.67,P0420,0
V018,2025-03-13,67.86,962.65,87.29,3.72,P0420,0
V018,2025-03-14,118.78,1081.43,77.99,5.0,P0455,0
V018,2025-03-15,69.48,1150.91,91.94,4.57,NONE,0
V018,2025-03-16,68.01,1218.92,79.45,3.78,P0420,1
V018,2025-03-17,95.36,1314.29,86.08,3.77,P0171,0
V018,2025-03-18,66.98,1381.27,85.01,2.59,NONE,0
V018,2025-03-19,38.32,1419.59,93.62,4.6,NONE,0
V018,2025-03-20,48.94,1468.53,83.49,2.62,P0300,0
V018,2025-03-21,68.6,1537.13,86.65,4.02,P0300,0
V018,2025-03-22,63.71,1600.84,82.27,3.45,NONE,0
V018,2025-03-23,71.0,1671.84,91.29,4.38,P0420,0
V018,2025-03-24,86.5,1758.34,82.77,3.09,NONE,0
V018,2025-03-25,93.71,1852.05,94.24,4.82,NONE,0
V018,2025-03-26,67.2,1919.25,84.17,2.55,P0171,0
V018,2025-03-27,81.96,2001.21,91.48,4.44,P0300,1
V018,2025-03-28,65.95,2067.15,78.98,2.58,P0455,0
V018,2025-03-29,81.84,2148.99,86.26,4.83,P0455,0
V018,2025-03-30,93.9,2242.89,77.69,4.2,NONE,0
V018,2025-03-31,97.38,2340.27,82.72,4.87,NONE,0
V018,2025-04-01,86.63,2426.9,87.67,3.19,P0420,1
V018,2025-04-02,97.52,2524.42,92.36,4.98,NONE,0
V018,2025-04-03,58.23,2582.65,78.6,2.7,NONE,0
V018,2025-04-04,47.21,2629.86,83.04,3.36,NONE,0
V018,2025-04-05,70.63,2700.5,79.23,4.82,P0171,1
V018,2025-04-06,86.48,2786.98,79.26,2.88,NONE,0
V018,2025-04-07,78.9,2865.87,87.42,3.75,NONE,0
V018,2025-04-08,76.26,2942.13,76.85,4.15,P0420,0
V018,2025-04-09,96.49,3038.63,89.08,3.94,P0455,0
V018,2025-04-10,61.02,3099.65,93.74,3.51,NONE,0
V018,2025-04-11,74.6,3174.25,87.97,4.23,P0171,0
V018,2025-04-12,63.51,3237.76,81.96,2.96,P0171,1
V018,2025-04-13,63.28,3301.04,75.58,4.58,P0420,1
V018,2025-04-14,87.05,3388.09,82.15,3.83,P0455,0
V018,2025-04-15,78.75,3466.83,75.75,3.25,NONE,0
V018,2025-04-16,52.63,3519.47,94.94,2.91,P0420,1
V018,2025-04-17,82.46,3601.92,79.96,4.76,NONE,0
V018,2025-04-18,105.27,3707.2,80.77,4.15,NONE,0
V018,2025-04-19,118.19,3825.39,89.05,4.75,P0300,0
V018,2025-04-20,46.9,3872.29,80.2,2.53,P0171,0
V018,2025-04-21,89.33,3961.62,87.53,2.76,P0171,0
V018,2025-04-22,57.4,4019.02,97.06,2.8,NONE,0
V018,2025-04-23,82.98,4102.0,81.6,4.35,P0420,0
V018,2025-04-24,81.44,4183.44,83.94,3.83,NONE,0
V018,2025-04-25,45.11,4228.55,87.91,4.85,P0300,1
V018,2025-04-26,41.84,4270.39,80.7,2.63,NONE,0
V018,2025-04-27,82.59,4352.98,83.49,3.64,NONE,0
V018,2025-04-28,91.13,4444.12,78.32,3.13,P0455,0
V018,2025-04-29,42.69,4486.8,90.14,4.56,NONE,0
V019,2025-03-01,78.13,78.13,91.63,3.38,P0420,0
V019,2025-03-02,103.07,181.2,82.41,3.32,NONE,0
V019,2025-03-03,49.61,230.81,70.84,4.6,NONE,0
V019,2025-03-04,68.89,299.7,78.49,4.52,NONE,0
V019,2025-03-05,71.77,371.47,90.77,3.65,P0300,0
V019,2025-03-06,88.22,459.69,84.07,2.8,P0300,0
V019,2025-03-07,83.81,543.5,87.25,3.83,P0300,0
V019,2025-03-08,79.46,622.96,82.43,3.52,NONE,0
V019,2025-03-09,89.07,712.03,80.09,4.93,NONE,0
V019,2025-03-10,114.47,826.5,87.5,2.67,NONE,0
V019,2025-03-11,60.75,887.24,83.97,4.03,NONE,0
V019,2025-03-12,83.6,970.84,87.44,2.69,P0300,0
V019,2025-03-13,94.29,1065.13,74.75,3.51,NONE,0
V019,2025-03-14,88.07,1153.2,87.14,4.03,P0171,0
V019,2025-03-15,52.57,1205.76,81.45,2.76,P0455,0
V019,2025-03-16,58.61,1264.38,76.07,4.19,P0171,0
V019,2025-03-17,68.89,1333.27,86.02,3.49,P0455,0
V019,2025-03-18,72.46,1405.73,83.25,4.57,P0455,0
V019,2025-03-19,78.13,1483.86,82.35,2.92,NONE,0
V019,2025-03-20,83.06,1566.92,90.09,3.08,P0420,1
V019,2025-03-21,115.1,1682.02,85.09,4.9,NONE,0
V019,2025-03-22,87.07,1769.09,83.72,4.84,P0171,0
V019,2025-03-23,84.51,1853.6,88.46,4.07,P0420,0
V019,2025-03-24,109.29,1962.89,82.19,3.83,P0455,1
V019,2025-03-25,65.34,2028.23,94.09,4.33,P0455,1
V019,2025-03-26,74.03,2102.25,86.37,4.58,P0171,0
V019,2025-03-27,104.01,2206.26,85.7,3.58,NONE,0
V019,2025-03-28,94.64,2300.91,83.93,3.13,P0420,0
V019,2025-03-29,78.87,2379.78,91.09,3.79,NONE,0
V019,2025-03-30,93.46,2473.24,76.18,3.31,NONE,0
V019,2025-03-31,78.11,2551.35,87.1,4.32,NONE,0
V019,2025-04-01,106.16,2657.51,79.11,4.51,NONE,0
V019,2025-04-02,77.41,2734.92,87.9,4.46,NONE,0
V019,2025-04-03,81.47,2816.38,83.32,4.15,P0455,0
V019,2025-04-04,65.41,2881.79,86.81,4.85,P0171,0
V019,2025-04-05,88.87,2970.66,79.24,3.06,P0455,0
V019,2025-04-06,89.01,3059.67,75.65,3.54,NONE,0
V019,2025-04-07,73.44,3133.12,83.31,3.55,NONE,0
V019,2025-04-08,87.78,3220.9,86.26,2.71,P0171,0
V019,2025-04-09,63.19,3284.09,83.88,2.54,P0455,0
V019,2025-04-10,100.97,3385.06,93.28,2.91,P0420,0
V019,2025-04-11,72.53,3457.59,82.46,4.67,P0455,1
V019,2025-04-12,77.21,3534.8,88.7,2.63,NONE,0
V019,2025-04-13,81.67,3616.47,82.4,3.48,P0171,1
V019,2025-04-14,81.45,3697.92,82.94,2.53,NONE,0
V019,2025-04-15,66.47,3764.39,90.02,2.6,P0420,0
V019,2025-04-16,45.38,3809.77,92.47,4.93,NONE,0
V019,2025-04-17,45.32,3855.09,86.7,4.27,P0455,0
V019,2025-04-18,89.47,3944.56,83.66,3.44,NONE,0
V019,2025-04-19,67.4,4011.96,85.35,3.57,P0300,0
V019,2025-04-20,88.65,4100.6,87.35,3.06,P0171,0
V019,2025-04-21,92.71,4193.31,82.26,4.83,P0455,1
V019,2025-04-22,77.79,4271.1,80.52,3.34,P0420,0
V019,2025-04-23,93.55,4364.65,81.12,2.63,P0171,0
V019,2025-04-24,21.86,4386.51,83.13,3.34,P0420,0
V019,2025-04-25,93.46,4479.97,73.15,2.9,NONE,0
V019,2025-04-26,106.57,4586.54,86.57,4.4,NONE,0
V019,2025-04-27,76.56,4663.11,84.15,3.17,NONE,0
V019,2025-04-28,56.91,4720.02,76.24,4.2,NONE,0
V019,2025-04-29,111.36,4831.37,80.7,2.98,P0420,1
V020,2025-03-01,53.66,53.66,88.88,4.72,NONE,0
V020,2025-03-02,73.75,127.41,88.05,3.07,P0455,0
V020,2025-03-03,50.66,178.07,82.49,4.18,P0420,0
V020,2025-03-04,90.33,268.4,89.86,4.56,NONE,0
V020,2025-03-05,57.93,326.33,83.35,4.34,NONE,0
V020,2025-03-06,108.03,434.36,79.29,3.18,P0455,0
V020,2025-03-07,97.86,532.22,94.15,4.67,P0420,1
V020,2025-03-08,74.39,606.61,75.87,4.05,NONE,0
V020,2025-03-09,49.3,655.91,75.6,3.33,P0300,0
V020,2025-03-10,102.89,758.8,86.05,3.0,P0420,0
V020,2025-03-11,83.7,842.51,87.13,4.56,NONE,0
V020,2025-03-12,109.39,951.9,86.48,2.54,NONE,0
V020,2025-03-13,60.95,1012.85,81.62,4.41,P0171,1
V020,2025-03-14,91.73,1104.58,83.02,2.76,NONE,0
V020,2025-03-15,98.01,1202.59,87.26,3.31,NONE,0
V020,2025-03-16,98.03,1300.62,93.44,4.01,P0420,0
V020,2025-03-17,94.71,1395.33,93.91,3.57,NONE,0
V020,2025-03-18,98.36,1493.69,81.17,3.07,NONE,0
V020,2025-03-19,59.0,1552.69,88.79,4.06,P0420,0
V020,2025-03-20,63.84,1616.52,88.55,2.65,NONE,0
V020,2025-03-21,85.68,1702.2,80.06,4.62,NONE,0
V020,2025-03-22,74.28,1776.47,74.43,4.82,NONE,0
V020,2025-03-23,71.64,1848.12,74.87,2.53,NONE,0
V020,2025-03-24,76.29,1924.4,83.39,2.57,NONE,0
V020,2025-03-25,58.58,1982.99,94.56,3.87,P0455,1
V020,2025-03-26,69.08,2052.07,80.65,4.16,NONE,0
V020,2025-03-27,83.69,2135.76,89.69,3.91,P0171,0
V020,2025-03-28,64.54,2200.3,85.0,2.72,NONE,0
V020,2025-03-29,46.63,2246.93,90.29,4.79,P0420,0
V020,2025-03-30,58.65,2305.58,83.6,4.29,P0300,0
V020,2025-03-31,84.58,2390.16,75.71,4.24,NONE,0
V020,2025-04-01,82.23,2472.38,85.76,4.19,P0171,1
V020,2025-04-02,87.35,2559.74,85.74,3.24,P0300,1
V020,2025-04-03,93.05,2652.79,79.31,4.08,P0420,0
V020,2025-04-04,75.24,2728.03,85.23,4.32,NONE,0
V020,2025-04-05,103.3,2831.33,78.77,3.89,P0455,0
V020,2025-04-06,62.43,2893.76,83.11,2.74,NONE,0
V020,2025-04-07,64.8,2958.56,86.44,3.51,NONE,0
V020,2025-04-08,97.63,3056.18,88.61,2.8,P0455,1
V020,2025-04-09,54.05,3110.23,81.21,2.53,P0420,0
V020,2025-04-10,103.4,3213.64,85.67,4.89,P0455,1
V020,2025-04-11,92.17,3305.81,98.83,2.71,P0171,1
V020,2025-04-12,36.95,3342.76,89.38,4.02,P0300,0
V020,2025-04-13,52.22,3394.98,82.02,2.74,NONE,0
V020,2025-04-14,67.45,3462.43,83.56,2.94,P0455,0
V020,2025-04-15,79.37,3541.8,86.37,3.83,P0300,0
V020,2025-04-16,105.54,3647.34,86.69,3.32,NONE,0
V020,2025-04-17,63.65,3710.98,76.84,4.18,P0171,0
V020,2025-04-18,56.93,3767.91,90.69,2.83,NONE,0
V020,2025-04-19,61.66,3829.58,86.63,3.95,P0300,0
V020,2025-04-20,102.02,3931.59,90.31,4.38,P0455,0
V020,2025-04-21,80.0,4011.59,90.42,4.33,NONE,0
V020,2025-04-22,56.36,4067.95,87.25,2.56,NONE,0
V020,2025-04-23,70.81,4138.76,76.31,4.04,P0171,0
V020,2025-04-24,72.77,4211.53,87.08,2.81,P0300,0
V020,2025-04-25,131.09,4342.63,81.79,3.85,NONE,0
V020,2025-04-26,83.92,4426.55,80.48,3.86,NONE,0
V020,2025-04-27,93.15,4519.7,78.65,4.55,P0171,0
V020,2025-04-28,79.95,4599.65,82.05,4.22,P0300,0
V020,2025-04-29,63.25,4662.89,79.6,4.03,P0455,0
V021,2025-03-01,111.8,111.8,87.87,3.41,P0171,0
V021,2025-03-02,69.62,181.41,95.82,2.97,NONE,0
V021,2025-03-03,90.06,271.47,93.98,3.4,P0171,0
V021,2025-03-04,72.52,343.99,84.22,4.42,P0171,0
V021,2025-03-05,59.47,403.46,91.15,4.19,NONE,0
V021,2025-03-06,108.52,511.98,82.1,3.64,P0300,0
V021,2025-03-07,93.58,605.55,84.32,3.13,P0300,0
V021,2025-03-08,84.36,689.92,80.11,4.92,NONE,0
V021,2025-03-09,68.12,758.04,84.17,3.35,NONE,0
V021,2025-03-10,54.99,813.03,85.11,4.15,P0171,0
V021,2025-03-11,56.93,869.96,76.56,2.79,P0455,0
V021,2025-03-12,75.73,945.69,89.8,3.47,NONE,0
V021,2025-03-13,65.82,1011.51,94.77,4.12,NONE,0
V021,2025-03-14,83.45,1094.96,87.55,4.89,P0455,0
V021,2025-03-15,78.45,1173.41,79.02,4.0,P0420,1
V021,2025-03-16,44.07,1217.48,92.45,3.35,P0300,0
V021,2025-03-17,74.4,1291.88,80.18,2.91,P0455,1
V021,2025-03-18,63.19,1355.07,88.38,2.65,P0171,1
V021,2025-03-19,123.3,1478.38,90.95,4.68,P0300,0
V021,2025-03-20,43.08,1521.45,89.6,4.51,P0420,0
V021,2025-03-21,63.68,1585.13,85.39,3.91,P0171,1
V021,2025-03-22,75.91,1661.04,89.02,3.24,P0455,0
V021,2025-03-23,78.52,1739.56,84.62,3.58,P0171,0
V021,2025-03-24,64.87,1804.44,85.86,4.85,P0420,0
V021,2025-03-25,90.11,1894.55,92.45,4.57,P0420,0
V021,2025-03-26,79.08,1973.63,80.84,4.08,NONE,0
V021,2025-03-27,89.83,2063.46,87.85,3.19,NONE,0
V021,2025-03-28,91.19,2154.65,80.93,2.6,NONE,0
V021,2025-03-29,88.72,2243.37,72.34,3.95,P0420,0
V021,2025-03-30,83.74,2327.11,87.36,3.7,P0300,1
V021,2025-03-31,66.5,2393.61,82.98,3.6,NONE,0
V021,2025-04-01,54.71,2448.32,92.65,2.64,P0171,0
V021,2025-04-02,96.81,2545.13,86.04,3.46,P0300,0
V021,2025-04-03,74.13,2619.26,77.75,2.62,P0171,0
V021,2025-04-04,88.52,2707.78,87.09,3.97,NONE,0
V021,2025-04-05,102.83,2810.61,82.2,3.89,NONE,0
V021,2025-04-06,88.88,2899.49,90.51,4.46,NONE,0
V021,2025-04-07,49.57,2949.06,93.73,4.89,P0420,0
V021,2025-04-08,125.45,3074.51,89.45,3.05,P0300,0
V021,2025-04-09,102.06,3176.57,94.68,2.96,NONE,0
V021,2025-04-10,82.91,3259.48,81.93,4.41,P0455,0
V021,2025-04-11,49.11,3308.59,85.66,4.17,NONE,0
V021,2025-04-12,77.77,3386.36,80.98,2.91,NONE,0
V021,2025-04-13,69.66,3456.02,82.26,3.47,P0420,0
V021,2025-04-14,77.45,3533.46,82.2,3.78,NONE,0
V021,2025-04-15,32.47,3565.93,83.31,4.6,NONE,0
V021,2025-04-16,80.38,3646.31,79.14,2.66,P0300,0
V021,2025-04-17,82.53,3728.84,81.33,3.92,NONE,0
V021,2025-04-18,83.13,3811.98,90.12,4.9,P0455,0
V021,2025-04-19,122.07,3934.05,87.98,2.61,NONE,0
V021,2025-04-20,70.91,4004.96,83.91,2.92,NONE,0
V021,2025-04-21,47.25,4052.21,85.6,3.4,P0171,0
V021,2025-04-22,99.56,4151.76,74.47,2.69,NONE,0
V021,2025-04-23,57.73,4209.49,93.85,3.72,NONE,0
V021,2025-04-24,72.77,4282.27,84.68,3.34,P0455,0
V021,2025-04-25,82.21,4364.47,87.54,4.32,NONE,0
V021,2025-04-26,61.51,4425.98,77.01,3.09,P0300,0
V021,2025-04-27,92.41,4518.4,90.2,3.87,NONE,0
V021,2025-04-28,96.31,4614.71,84.76,2.68,P0455,0
V021,2025-04-29,62.05,4676.76,78.44,4.46,P0455,0
V022,2025-03-01,80.9,80.9,85.26,3.06,NONE,0
V022,2025-03-02,49.45,130.36,76.49,4.95,NONE,0
V022,2025-03-03,90.0,220.36,82.33,3.34,NONE,0
V022,2025-03-04,68.92,289.28,93.0,3.95,P0455,0
V022,2025-03-05,88.7,377.98,87.38,4.67,NONE,0
V022,2025-03-06,83.19,461.17,83.17,2.85,P0455,0
V022,2025-03-07,105.59,566.76,73.92,3.51,NONE,0
V022,2025-03-08,83.15,649.91,85.03,2.84,P0455,0
V022,2025-03-09,60.69,710.59,93.15,2.83,P0171,0
V022,2025-03-10,107.36,817.96,79.16,3.71,NONE,0
V022,2025-03-11,43.37,861.32,79.74,3.98,NONE,0
V022,2025-03-12,56.39,917.72,86.32,3.68,P0171,0
V022,2025-03-13,121.92,1039.63,92.97,3.03,P0420,0
V022,2025-03-14,104.09,1143.73,81.88,3.91,P0420,0
